"star","title","author","date","info_2","info_3","product","date_scraped","verfied","days_to_review","star_rating"
"3.0 out of 5 stars","Three Stars","Jerry L","12-29-2015","Package Quantity: 1|Verified Purchase","buyer be aware, NO BACK LIGHT,","Honeywell_RTH221B1021","2018-01-31","yes",NA,3
"4.0 out of 5 stars","Four Stars","ann hood","9-6-2017","Package Quantity: 1|Verified Purchase","Was easy to install & does the job !","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Does everything I expected it to do.","Amazon Customer","3-10-2017","Package Quantity: 1|Verified Purchase","Does everything I expected it to do.","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Five Stars","byron ouellette","3-5-2016","Package Quantity: 1|Verified Purchase","best ever","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Simple and easy to use but it works amazing.","Take it Easy!!!","12-2-2015","Package Quantity: 1|Verified Purchase","I used to have a dial and my house was always way to warm, after I purchased these thermostats they were easy to install and it helped right away.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Too small text display","BluesGuitarDude64","8-14-2016","Package Quantity: 1|Verified Purchase","Functionaly fine but most of the LCD text way too small to see even with 20/20 vision.","Honeywell_RTH221B1021","2018-01-31","yes",NA,3
"5.0 out of 5 stars","WIFI adjust temps from your phone!","Sterling L. Robertson","9-18-2017","Package Quantity: 1|Verified Purchase","This thing rocks!!! Link it to your home wifi, download the app and you can adjust temps from anywhere you phone has signal. This is sooooo useful. Saves me a ton and I love turning on the heat/ac on my way home from work. Don't waste money on the fancy ones. I don't even look at the wall unit anymore since the app is so much easier. You can even make schedules or turn on just the fan from the app too!","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Nice...","+MF+","6-21-2013","Package Quantity: 1|Verified Purchase","I am the worse handyman ever and I was able to install this. So proud of myself. So simple a Caveman can do it. Will update this review at a later date.","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Needed a thermostat to run a second furnace and this ...","Islandwriter","10-31-2015","Package Quantity: 1|Verified Purchase","Needed a thermostat to run a second furnace and this does the truck.  Nothing fancy, but it works and allows you to set days, wake, sleep home and away.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","As expected and as advertised.","Computer Guy","12-3-2016","Package Quantity: 1|Verified Purchase","Simple, straightforward, accurate and exactly as advertised","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Mike E.","1-5-2017","Package Quantity: 1|Verified Purchase","Works better than the old mercury type Honneywell","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great purchase! More consistent heat and makes changes from ...","William H.","1-31-2016","Package Quantity: 1|Verified Purchase","Great purchase!More consistent heat and makes changes from night to day and back to night and I just set it and forget it.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Better than acually expected","Amazon Customer","10-17-2013","Package Quantity: 1|Verified Purchase","Was a very nice upgrade from an old failing unit, good price and more detailed dailey programming than old unit.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Some of the wires already in the house did not ...","Jared","5-6-2015","Package Quantity: 1|Verified Purchase","Some of the wires already in the house did not match with the instructions/labels, but able to figure it out. Works as expected. A little confused on manual overriding the preset temps.","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Great basic programmable thermometer","The Great Gadfly","1-9-2015","Package Quantity: 1|Verified Purchase","Great basic programmable thermometer. Can't do different days of the week, but that isn't a problem for us. Uses AAA batteries and very easy to install. I expect it to far outlast the thermostat it replaced.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great!","Denise","11-23-2015","Package Quantity: 1|Verified Purchase","This product is great!  It was super easy to install and program.  Works like a change. Honeywell in my opinion is a very good product.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","amanda mccarthy","2-25-2017","Package Quantity: 1|Verified Purchase","Simple to use just not many options","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Weekend settings would have made it 5 stars","chris stalbaum","12-3-2016","Package Quantity: 1|Verified Purchase","Works well. It needed weekend settings, though.","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Four Stars","Amazon Customer","2-20-2017","Package Quantity: 1|Verified Purchase","Very good item. Works as expected.","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Five Stars","Amazon Customer","1-27-2017","Package Quantity: 1|Verified Purchase","Works great and is affordable!","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","robert","4-3-2017","Package Quantity: 1|Verified Purchase","World very good","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works great for Millivolt system","Sammy","1-5-2016","Package Quantity: 1|Verified Purchase","Works great on my millivolt system...easy to setup. There is no backlighting so its a little hard to read at night.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Amazon Customer","5-20-2016","Package Quantity: 1|Verified Purchase","Easy install, great customer support to help along with it. Easy to program as well.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","amzn jnky","1-18-2018","Package Quantity: 1|Verified Purchase","Works well.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Heather Cochran","10-29-2017","Package Quantity: 1|Verified Purchase","Works great","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","Rich W.","8-26-2017","Package Quantity: 1|Verified Purchase","works okay.","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Very Simple","Rick H.","11-1-2013","Package Quantity: 1|Verified Purchase","I purchased this unit for a rental unit.  I was looking for something very simple for my tenant to be able to program.  The settings and controls are very intuitive without relying on the included instruction.  The price was also excellent.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great Product","Arthur R Sanchez Jr.","11-30-2016","Package Quantity: 1|Verified Purchase","Great product. Will reorder if available...Ty","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","EJK","1-10-2017","Package Quantity: 1|Verified Purchase","Simple orperation.EJK","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"2.0 out of 5 stars","does not have a different program for weekends..","Jeffery M.","7-20-2015","Package Quantity: 1|Verified Purchase","does not have  a different program for weekends..","Honeywell_RTH221B1021","2018-01-31","yes",NA,2
"5.0 out of 5 stars","Replacement for our apartment thermostat","P. H. Han","12-17-2013","Package Quantity: 1|Verified Purchase","Our apartment had an old thermostat from the 70's.  It would turn the A/C on in the middle of the night or not turn on the heater in the middle of the night.  This one works like a charm.  It keeps our place cold and warm when needed.It was a great price.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Amazon Customer","2-13-2017","Package Quantity: 1|Verified Purchase","Works great. Love it","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"3.0 out of 5 stars","No backlight.","Matthew M. Z","2-16-2016","Package Quantity: 1|Verified Purchase","Works well enough. Three stars because there's no backlight. The description should point that out.","Honeywell_RTH221B1021","2018-01-31","yes",NA,3
"4.0 out of 5 stars","Accurate","GreyBeard","2-6-2016","Package Quantity: 1|Verified Purchase","Works well and accurate.  Installed three of them as replacements for old mercury based thermostats","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Honeywell RTH221B1021/A Thermostat","Chuqeaux is an Amazon Customer","10-13-2014","Package Quantity: 1|Verified Purchase","Okay, stay with me until the end...I had two A/C units (and two separate blowers) with the old ""dial-type"" thermostats.  They worked but were hard to adjust precisely.  Thus, I purchased two of these for a DIY installation.I had already checked the wires coming into the old thermostats and determined that it was the standard 4-wire setup that I was expecting.  However, when I installed the new thermostat, it didn't work correctly.  The outside A/C compressor unit would kick on and I would feel the cooler air, AND, the compressor would kick off when the correct temperature was reached.  HOWEVER, the blower would always run.Since the old ""dial-style"" thermostat worked correctly, I assumed the new thermostat was at fault.  I then installed the second NEW thermostat and found both had the same condition - the blower ran continuously.  I garnered up my fortitude and tried to install one of the new thermostats on my second A/C.  On this second unit, it worked perfectly meaning that my first A/C and/or blower had an issue.  I ended up calling a HVAC guy to come out.  He found a blower relay that was not working.  We were not sure why the old ""dial-type"" thermostat had ever worked.The bottom line is that, after programming this thermostat, I've not had to touch it again.  It works and works great.My wife says this experience should have taught me about assume.  Ass-u-me can make an ass out of u and me.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Three Stars","Luly","10-7-2015","Package Quantity: 1|Verified Purchase","to hard to program","Honeywell_RTH221B1021","2018-01-31","yes",NA,3
"4.0 out of 5 stars","Economey","michael dunn","2-10-2017","Package Quantity: 1|Verified Purchase","Does the job","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"3.0 out of 5 stars","missing the sliding piece that does the heat/ cool designation. I had one i dropped and combined ...","Amazon Customer","3-13-2015","Package Quantity: 1|Verified Purchase","missing the sliding piece that does the heat/ cool designation.  I had one i dropped and combined the two to make one.  it doesn't light up either, otherwise it is ok","Honeywell_RTH221B1021","2018-01-31","yes",NA,3
"4.0 out of 5 stars","Four Stars","Thomas Sauer","2-25-2017","Package Quantity: 1|Verified Purchase","Works great","Honeywell_RTH221B1021","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Worked with easy installation","James Caey","1-14-2017","Package Quantity: 1|Verified Purchase","Easy hook up","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","traci","1-11-2017","Package Quantity: 1|Verified Purchase","Worked great","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","gary holsten","2-17-2015","Package Quantity: 1|Verified Purchase","Was easy to install and easy to set up. Have noticed heating bills are lower.","Honeywell_RTH221B1021","2018-01-31","yes",NA,5
